brand,official_name,kcal,servings,first_seen,last_seen
全家,特大冰紅心芭樂牛奶,432,1,2026-09-26,2026-09-26
全家,特大冰經典冰磚拿鐵,304,1,2026-09-26,2026-09-26
全家,特大冰能量仙女紅(巨峰葡萄),271,1,2026-09-26,2026-09-26
全家,特大冰能量仙女紅(野莓),132,1,2026-09-26,2026-09-26
全家,特大冰芭樂檸檬綠,307,1,2026-09-26,2026-09-26
全家,特大冰芭Ｃ檸檬綠,354,1,2026-09-26,2026-09-26
全家,特大冰荔枝貴妃紅茶,253,1,2026-09-26,2026-09-26
全家,特大冰蘋果芒芒綠,294,1,2026-09-26,2026-09-26
全家,特大冰西西里咖啡,253,1,2026-09-26,2026-09-26
全家,特大冰西西里氣泡美式,241,1,2026-09-26,2026-09-26
全家,特大冰金焙蕎麥醇奶茶,140,1,2026-09-26,2026-09-26
全家,特大冰香蕉火龍果牛奶,385,1,2026-09-26,2026-09-26
全家,特大冰鮮露醇奶茶(膠囊),140,1,2026-09-26,2026-09-26
全家,特大熱經典拿鐵,289,1,2026-09-26,2026-09-26
全家,特大熱經典美式,19,1,2026-09-26,2026-09-26
全家,特級冰淇淋甜筒,247,1,2026-09-26,2026-09-26
全家,特級砂糖,1213,6,2026-09-26,2026-09-26
全家,特製紅糖,979,5,2026-09-26,2026-09-26
全家,特趣焦糖夾心巧克力鹹焦糖,248,1,2026-09-26,2026-09-26
全家,特趣焦糖巧克力香脆麥餅,104,1,2026-09-26,2026-09-26
全家,特趣焦糖餅乾巧克力,272,2,2026-09-26,2026-09-26
全家,特選甘栗５５ｇ,100,2,2026-09-26,2026-09-26
全家,特選香菇,17,1,2026-09-26,2026-09-26
全家,玄米抹茶纖脆燕麥棒,154,1,2026-09-26,2026-09-26
全家,玉井情人果大脆冰棒,82,1,2026-09-26,2026-09-26
全家,玉米咖啡酷繽沙,228,1,2026-09-26,2026-09-26
全家,玉米濃湯焗烤飯,628,1,2026-09-26,2026-09-26
全家,玉米牛奶酷繽沙,286,1,2026-09-26,2026-09-26
全家,玉米豬肉手工水餃,295,1,2026-09-26,2026-09-26
全家,玉米起司蛋餅,288,1,2026-09-26,2026-09-26
全家,玉米鬚茶,9,2,2026-09-26,2026-09-26
全家,王子麵,206,1,2026-09-26,2026-09-26
全家,玩具總動員公仔食玩扭蛋機,57,1,2026-09-26,2026-09-26
全家,玫瑰四物飲含鐵,65,1,2026-09-26,2026-09-26
全家,玫瑰洛神乳酪貝果,257,1,2026-09-26,2026-09-26
全家,珍保玉筍,298,2,2026-09-26,2026-09-26
全家,珍珠玉米粒340gx3入,284,4,2026-09-26,2026-09-26
全家,珍珠開心果,300,2,2026-09-26,2026-09-26
全家,珍珠香腸(蒜味),179,1,2026-09-26,2026-09-26
全家,瑞士三角牛奶巧克力,256,2,2026-09-26,2026-09-26
全家,瑞士熱巧克力,438,5,2026-09-26,2026-09-26
全家,瑞士爽口糖,148,10,2026-09-26,2026-09-26
全家,瑞穗低脂鮮乳,129,1,2026-09-26,2026-09-26
全家,瑞穗全脂鮮乳1858ml,1210,10,2026-09-26,2026-09-26
全家,瑞穗全脂鮮乳930ml,606,3,2026-09-26,2026-09-26
全家,瑞穗全脂鮮奶,189,1,2026-09-26,2026-09-26
全家,瑞穗蘋果牛奶,285,4,2026-09-26,2026-09-26
全家,瑞穗麥芽牛奶,279,1,2026-09-26,2026-09-26
全家,甘梅地瓜薯條,262,1,2026-09-26,2026-09-26
全家,甘樂可樂口味Marosh軟糖,156,1,2026-09-26,2026-09-26
全家,甘樂幸水梨鮮果實軟糖,178,1,2026-09-26,2026-09-26
全家,甘樂愛心圈圈汽水鮮果實軟糖,218,1,2026-09-26,2026-09-26
全家,甘樂雙奇異果氣泡飲鮮果實軟糖,178,1,2026-09-26,2026-09-26
全家,甘樂鹽味西瓜鮮果實軟糖,174,1,2026-09-26,2026-09-26
全家,甘醇醬油,555,50,2026-09-26,2026-09-26
全家,甘露梨(截切),43,1,2026-09-26,2026-09-26
全家,甜玉米起司魚板,35,1,2026-09-26,2026-09-26
全家,甜酒豆腐乳,420,20,2026-09-26,2026-09-26
全家,甜鹹口味微波爆米花,569,1,2026-09-26,2026-09-26
全家,生土司,246,1,2026-09-26,2026-09-26
全家,生巧克力派-桔梗屋監製信玄餅味,259,1,2026-09-26,2026-09-26
全家,生活泡沫綠茶,146,2,2026-09-26,2026-09-26
全家,生活泡沫綠茶330ml,92,1,2026-09-26,2026-09-26
全家,生菜鮮蝦脆卷,117,1,2026-09-26,2026-09-26
全家,生藍莓優格滿餡麵包,304,1,2026-09-26,2026-09-26
全家,生鱈魚子鮭魚飯糰,182,1,2026-09-26,2026-09-26
全家,田七瑪卡王精華飲,33,1,2026-09-26,2026-09-26
全家,田園巧達濃湯,74,1,2026-09-26,2026-09-26
全家,田園玉米義大利濃湯麵,182,1,2026-09-26,2026-09-26
全家,田園蔬食粥,117,1,2026-09-26,2026-09-26
全家,番茄羅勒起司燕麥棒,142,1,2026-09-26,2026-09-26
全家,當歸枸杞風味麵,459,1,2026-09-26,2026-09-26
全家,白桃青心烏龍氣泡茶,64,1,2026-09-26,2026-09-26
全家,白蘭氏好眠雞精,16,1,2026-09-26,2026-09-26
全家,白蘭氏學進雞精,22,1,2026-09-26,2026-09-26
全家,白蘭氏旭沛蜆精,6,1,2026-09-26,2026-09-26
全家,白蘭氏百香口味養蔘元氣凍,18,1,2026-09-26,2026-09-26
全家,白蘭氏莓果口味養蔘元氣凍,20,1,2026-09-26,2026-09-26
全家,白蘭氏葉黃素精華凍,38,2,2026-09-26,2026-09-26
全家,白蘭氏雙認證雞精,22,1,2026-09-26,2026-09-26
全家,白酒清炒鮮蛤義大利麵,406,1,2026-09-26,2026-09-26
全家,百事可樂,276,2,2026-09-26,2026-09-26
全家,百事檸檬生可樂,140,2,2026-09-26,2026-09-26
全家,百力滋蕃茄野菜棒,267,2,2026-09-26,2026-09-26
全家,百吉xCoCo楊枝甘露雪糕,102,1,2026-09-26,2026-09-26
全家,百吉巧克力脆皮大雪糕,164,1,2026-09-26,2026-09-26
全家,百吉布丁大雪糕,132,1,2026-09-26,2026-09-26
全家,百吉彈珠汽水棒棒冰,82,1,2026-09-26,2026-09-26
全家,百吉蘇打大雪糕,78,1,2026-09-26,2026-09-26
全家,百吉謎之雪糕2.0,162,1,2026-09-26,2026-09-26
全家,百吉ｘ立頓奶茶雪糕,172,1,2026-09-26,2026-09-26
全家,百奇杏仁粒粒可可棒,234,2,2026-09-26,2026-09-26
全家,百奇極細巧克力棒,340,2,2026-09-26,2026-09-26
全家,百奇草莓粒粒可可棒,264,2,2026-09-26,2026-09-26
全家,百奇藍莓果粒優格棒,189,1,2026-09-26,2026-09-26
全家,皇朝牛筋麵,511,1,2026-09-26,2026-09-26
全家,皮禮士貝思玩偶水果糖,102,3,2026-09-26,2026-09-26
全家,皮蛋辣拌麵,621,1,2026-09-26,2026-09-26
全家,益活雞力能量堡,202,1,2026-09-26,2026-09-26
全家,益活雞嫩雞胸-甘味湖鹽,110,1,2026-09-26,2026-09-26
全家,益活雞甘味湖鹽烤翅,254,1,2026-09-26,2026-09-26
全家,益活雞胸補力餐盒,559,1,2026-09-26,2026-09-26
全家,益生菌in果凍,75,1,2026-09-26,2026-09-26
全家,盛香珍大果實綜合果凍,144,2,2026-09-26,2026-09-26
全家,盛香珍大果實葡萄果凍,151,2,2026-09-26,2026-09-26
全家,盛香珍大果實蜜柑果凍,145,2,2026-09-26,2026-09-26
全家,盛香珍小魚干花生,348,3,2026-09-26,2026-09-26
全家,監修大蒜豚骨醬油風味拉麵,437,1,2026-09-26,2026-09-26
全家,真好家山葵醬,130,5,2026-09-26,2026-09-26
全家,真好家芝麻香油,10764,13,2026-09-26,2026-09-26
全家,真好家辣椒醬,156,13,2026-09-26,2026-09-26
全家,真好家黑麻油,10738,13,2026-09-26,2026-09-26
全家,真食雞胸-經典原味,272,1,2026-09-26,2026-09-26
全家,真魷味紅燒口味,354,4,2026-09-26,2026-09-26
全家,瞎咪異鼠老鼠造型軟糖,328,4,2026-09-26,2026-09-26
全家,砂糖橘(截切),68,1,2026-09-26,2026-09-26
全家,砂鍋魚頭火鍋口味洋芋片,387,3,2026-09-26,2026-09-26
全家,碳烤燒肉飯飯糰,184,1,2026-09-26,2026-09-26
全家,碳燻烏沉李,171,1,2026-09-26,2026-09-26
全家,福樂Q果芒果芝芝優酪雪糕,149,1,2026-09-26,2026-09-26
全家,福樂Q果草莓芝芝優酪雪糕,140,1,2026-09-26,2026-09-26
全家,福樂Q果草莓覆盆莓優酪,222,2,2026-09-26,2026-09-26
全家,福樂一番鮮全脂鮮乳936ml,608,4,2026-09-26,2026-09-26
全家,福樂燕麥草莓優酪,113,1,2026-09-26,2026-09-26
全家,福樂超能蛋白無加糖優酪,113,1,2026-09-26,2026-09-26
全家,福樂超能蛋白營養牛乳可可口味,207,1,2026-09-26,2026-09-26
全家,福樂超能蛋白牛乳奶茶風味,197,1,2026-09-26,2026-09-26
全家,福樂超能蛋白牛乳鮮莓風味,207,1,2026-09-26,2026-09-26
全家,福樂超能蛋白百香果優酪,113,1,2026-09-26,2026-09-26
全家,福樂頂級希臘式優格,115,1,2026-09-26,2026-09-26
全家,福樂頂級蜂蜜希臘式優酪,103,1,2026-09-26,2026-09-26
全家,福樂頂級鮮奶優酪,84,1,2026-09-26,2026-09-26
全家,福樂頂級鮮奶優酪500g,305,5,2026-09-26,2026-09-26
全家,福樂Ｑ果蘋果蔓越莓優酪,108,1,2026-09-26,2026-09-26
全家,福記日式滷蛋,60,1,2026-09-26,2026-09-26
全家,科學麵,195,1,2026-09-26,2026-09-26
全家,科學麵香蔥雞汁,194,1,2026-09-26,2026-09-26
全家,秘製雞汁口味洋芋片,636,4,2026-09-26,2026-09-26
全家,秘製香辣脆餅,83,1,2026-09-26,2026-09-26
全家,秘香椒麻嫩雞胸,149,1,2026-09-26,2026-09-26
全家,究極味付蛋,59,1,2026-09-26,2026-09-26
全家,立頓冰梅翡翠,141,1,2026-09-26,2026-09-26
全家,立頓原味奶茶,156,1,2026-09-26,2026-09-26
全家,立頓奶茶330ml,144,1,2026-09-26,2026-09-26
全家,立頓巧克力奶茶330ml,148,1,2026-09-26,2026-09-26
全家,立頓熱帶水果風味氣泡茶,44,1,2026-09-26,2026-09-26
全家,立頓琥珀紅茶,106,1,2026-09-26,2026-09-26
全家,立頓紅龜粿風味奶茶,187,1,2026-09-26,2026-09-26
全家,立頓英式奶茶,150,2,2026-09-26,2026-09-26
全家,立頓萃香奶綠,140,2,2026-09-26,2026-09-26
全家,立頓蜂蜜紅茶,122,2,2026-09-26,2026-09-26
全家,立頓蜜桃烏龍茶650ml,76,1,2026-09-26,2026-09-26
全家,立頓鮮橙茉綠600ml,216,2,2026-09-26,2026-09-26
全家,筋子銀鮭飯糰,161,1,2026-09-26,2026-09-26
全家,米米花經典湖鹽,152,1,2026-09-26,2026-09-26
全家,粉絲快煮型,397,3,2026-09-26,2026-09-26
全家,精燉肉燥湯麵,397,1,2026-09-26,2026-09-26
全家,精燉肉燥湯麵5入裝,1985,5,2026-09-26,2026-09-26
全家,精緻豬肉鬆,846,9,2026-09-26,2026-09-26
全家,精製二砂,1194,6,2026-09-26,2026-09-26
全家,精製特砂,4000,100,2026-09-26,2026-09-26
全家,糖燻豬耳絲,170,1,2026-09-26,2026-09-26
全家,糖燻野郎三十天熟成牛飯,659,1,2026-09-26,2026-09-26
全家,糖燻野郎起司炙燒牛烤飯糰,222,1,2026-09-26,2026-09-26
全家,糖燻雞胗,122,1,2026-09-26,2026-09-26
全家,糖燻雞腿,122,1,2026-09-26,2026-09-26
全家,糖醋炸雞,244,1,2026-09-26,2026-09-26
全家,紅心芭樂茉綠奶蓋雪糕,170,1,2026-09-26,2026-09-26
全家,紅心芭樂鮮果乾,118,3,2026-09-26,2026-09-26
全家,紅棗綜合堅果,266,2,2026-09-26,2026-09-26
全家,紅燒嫩菇湯麵,468,1,2026-09-26,2026-09-26
全家,紅燒牛肉湯麵,436,1,2026-09-26,2026-09-26
全家,紅燒牛腩,119,1,2026-09-26,2026-09-26
全家,紅燒雙寶牛肉麵,577,1,2026-09-26,2026-09-26
全家,紅牌速纖纖維飲料,126,1,2026-09-26,2026-09-26
全家,紅牛巨峰葡萄能量飲料,107,1,2026-09-26,2026-09-26
全家,紅牛日本醡橘風味能量飲料,107,1,2026-09-26,2026-09-26
全家,紅牛能量飲料,107,1,2026-09-26,2026-09-26
全家,紅牛能量飲料355ml,152,1,2026-09-26,2026-09-26
全家,紅肉李鮮果乾,120,1,2026-09-26,2026-09-26
全家,紅茶牛乳,195,1,2026-09-26,2026-09-26
全家,紅茶牛奶焦糖奶蓋雪糕,175,1,2026-09-26,2026-09-26
全家,紅藜蔬食炒飯,515,1,2026-09-26,2026-09-26
全家,紅豆mini銅鑼燒,229,6,2026-09-26,2026-09-26
全家,紅豆牛奶冰棒,164,1,2026-09-26,2026-09-26
全家,紅豆生乳銅鑼燒,146,1,2026-09-26,2026-09-26
全家,紅豆粉粿,626,4,2026-09-26,2026-09-26
全家,紅豆薏仁水,3,2,2026-09-26,2026-09-26
全家,紅豆麵包,261,1,2026-09-26,2026-09-26
全家,紅豆黑糖麻糬三明治,211,1,2026-09-26,2026-09-26
全家,紐奧良風味烤雞鮮蔬三明治,205,1,2026-09-26,2026-09-26
全家,紐澳良辣味烤翅,240,1,2026-09-26,2026-09-26
全家,純喫茶檸檬紅茶650ml,228,2,2026-09-26,2026-09-26
全家,純喫茶紅茶,142,2,2026-09-26,2026-09-26
全家,純喫茶紅茶650ml,192,2,2026-09-26,2026-09-26
全家,純喫茶紅茶960ml,284,4,2026-09-26,2026-09-26
全家,純喫茶綠茶,100,2,2026-09-26,2026-09-26
全家,純喫茶綠茶650ml,135,2,2026-09-26,2026-09-26
全家,純喫茶芭樂綠茶650ml,260,2,2026-09-26,2026-09-26
全家,純喫茶鮮柚綠茶650ml,254,2,2026-09-26,2026-09-26
全家,純萃喝重乳拿鐵,215,1,2026-09-26,2026-09-26
全家,素食炸醬麵,2129,5,2026-09-26,2026-09-26
全家,紫拿鐵綜合果蔬汁,153,1,2026-09-26,2026-09-26
全家,紹興夯腸,200,1,2026-09-26,2026-09-26
全家,紹興梅,53,1,2026-09-26,2026-09-26
全家,紹興醉雞風味飯糰,159,1,2026-09-26,2026-09-26
全家,統一多多活菌發酵乳原味,116,1,2026-09-26,2026-09-26
全家,統一多多活菌發酵乳原味370ml,271,1,2026-09-26,2026-09-26
全家,統一多多活菌發酵乳牛奶口味,116,1,2026-09-26,2026-09-26
全家,統一多多活菌發酵乳草莓口味,116,1,2026-09-26,2026-09-26
全家,統一大雞蛋布丁,205,1,2026-09-26,2026-09-26
全家,統一肉燥風味麵,417,1,2026-09-26,2026-09-26
全家,統一脆麵,266,1,2026-09-26,2026-09-26
全家,統一陽光無加糖高纖豆漿,167,1,2026-09-26,2026-09-26
全家,統一陽光黃金豆豆漿,234,4,2026-09-26,2026-09-26
全家,統一雞蛋布丁,110,1,2026-09-26,2026-09-26
全家,經典人氣雙手卷,315,1,2026-09-26,2026-09-26
全家,經典傳統飯糰,422,1,2026-09-26,2026-09-26
全家,經典凱薩醬,92,1,2026-09-26,2026-09-26
全家,經典小籠湯包,234,2,2026-09-26,2026-09-26
全家,經典歐式熱狗腸,234,9,2026-09-26,2026-09-26
全家,經典火腿玉米蛋三明治,168,1,2026-09-26,2026-09-26
全家,經典爆汁熱狗,219,1,2026-09-26,2026-09-26
全家,經典總匯三明治,209,1,2026-09-26,2026-09-26
全家,經典美式雞球,275,1,2026-09-26,2026-09-26
全家,經典肉醬義大利麵,229,1,2026-09-26,2026-09-26
全家,經典肉鬆飯糰,223,1,2026-09-26,2026-09-26
全家,經典虎皮蛋糕,319,1,2026-09-26,2026-09-26
全家,經典蜂蜜蛋糕,201,1,2026-09-26,2026-09-26
全家,經典蜂蜜鬆餅,365,1,2026-09-26,2026-09-26
全家,經典超大雞排,742,1,2026-09-26,2026-09-26
全家,經典雙牛起司堡,328,1,2026-09-26,2026-09-26
全家,經典雙色小泡芙,217,1,2026-09-26,2026-09-26
全家,經典風味玉米濃湯,220,3,2026-09-26,2026-09-26
全家,經典鹹甜爆米花,544,2,2026-09-26,2026-09-26
全家,經典黃金腿條,239,1,2026-09-26,2026-09-26
全家,經典黑炫牛奶酷繽沙,347,1,2026-09-26,2026-09-26
全家,綜合水果飽嘴軟糖,110,5,2026-09-26,2026-09-26
全家,綜合海鮮丸子,286,1,2026-09-26,2026-09-26
全家,綜合莓果果乾,175,1,2026-09-26,2026-09-26
全家,綠拿鐵綜合果蔬汁,144,1,2026-09-26,2026-09-26
全家,綠竹筍真空包,51,1,2026-09-26,2026-09-26
全家,綠豆沙牛乳,231,1,2026-09-26,2026-09-26
全家,維也納奶油軟法,342,1,2026-09-26,2026-09-26
全家,維也納雞肉熱狗,187,1,2026-09-26,2026-09-26
全家,維他露P活力微泡飲料,244,2,2026-09-26,2026-09-26
全家,維力炸醬麵XL加量版,520,1,2026-09-26,2026-09-26
全家,維大力汽水,112,1,2026-09-26,2026-09-26
全家,綿乳杯子蛋糕,465,5,2026-09-26,2026-09-26
全家,綿乳草莓杯子蛋糕,345,5,2026-09-26,2026-09-26
全家,綿柔鮮奶土司,305,1,2026-09-26,2026-09-26
全家,綿濃香草夾心蛋糕,343,1,2026-09-26,2026-09-26
全家,綿蜜雪花蛋糕,351,1,2026-09-26,2026-09-26
全家,繽紛樂巧克力,244,2,2026-09-26,2026-09-26
全家,纖怡優纖穀物棒蜂蜜燕麥口味,74,1,2026-09-26,2026-09-26
全家,纖怡可可蛋白穀物棒,73,1,2026-09-26,2026-09-26
全家,纖穀派楓糖燕麥棒,189,1,2026-09-26,2026-09-26
全家,纖穀派蔓越莓燕麥棒,190,1,2026-09-26,2026-09-26
全家,纖穀派蜂蜜燕麥棒,186,1,2026-09-26,2026-09-26
全家,纖穀派黑巧克力燕麥棒,193,1,2026-09-26,2026-09-26
全家,纖米脆脆-香濃起司風味,116,1,2026-09-26,2026-09-26
全家,美味星吉伊卡哇棒棒糖,119,1,2026-09-26,2026-09-26
全家,美味蟹煲,516,1,2026-09-26,2026-09-26
全家,美國經典原味派對包,800,5,2026-09-26,2026-09-26
全家,美國許氏粉光參無加糖養氣飲,4,1,2026-09-26,2026-09-26
全家,美式辣雞翅口味玉米片,348,3,2026-09-26,2026-09-26
全家,美式雞腿堡,379,1,2026-09-26,2026-09-26
全家,美式香辣素雞米花,369,1,2026-09-26,2026-09-26
全家,美粒果柳橙汁,167,1,2026-09-26,2026-09-26
全家,美粒果柳橙汁1.25L,465,5,2026-09-26,2026-09-26
全家,義式經典嫩雞胸,120,1,2026-09-26,2026-09-26
全家,義式蕃茄起司義大利麵,538,1,2026-09-26,2026-09-26
全家,義式蛋蛋青醬鮪魚冷義大利麵,438,1,2026-09-26,2026-09-26
全家,義式起司雞肉熱狗,190,1,2026-09-26,2026-09-26
全家,義式香草豆腐棒,100,1,2026-09-26,2026-09-26
全家,義美6.0高蛋白無加糖豆奶,153,1,2026-09-26,2026-09-26
全家,義美仙草奶凍雪糕,106,1,2026-09-26,2026-09-26
全家,義美仙草甘茶,94,1,2026-09-26,2026-09-26
全家,義美優質高蛋白牛乳無加糖,195,1,2026-09-26,2026-09-26
全家,義美全脂鮮乳236ml,154,1,2026-09-26,2026-09-26
全家,義美全脂鮮乳290ml,190,1,2026-09-26,2026-09-26
全家,義美全脂鮮乳2L,1312,8,2026-09-26,2026-09-26
全家,義美全脂鮮乳946ml,656,4,2026-09-26,2026-09-26
全家,義美午茶拾光巧克力布朗尼雪糕,207,1,2026-09-26,2026-09-26
全家,義美厚濃豆奶936ml,534,3,2026-09-26,2026-09-26
全家,義美古早傳統低糖豆奶,168,1,2026-09-26,2026-09-26
全家,義美古早傳統無糖豆奶,136,1,2026-09-26,2026-09-26
全家,義美古早傳統無糖豆奶1L,340,4,2026-09-26,2026-09-26
全家,義美古早傳統豆奶,209,1,2026-09-26,2026-09-26
全家,義美古早傳統豆奶1L,524,4,2026-09-26,2026-09-26
全家,義美奶茶,218,1,2026-09-26,2026-09-26
全家,義美奶茶600ml,328,2,2026-09-26,2026-09-26
全家,義美巧克力小泡芙隨手包,226,1,2026-09-26,2026-09-26
全家,義美巧克力鮮乳消化餅冰淇淋,252,1,2026-09-26,2026-09-26
全家,義美杏仁巧克力球,300,2,2026-09-26,2026-09-26
全家,義美杏仁巧克力酥片2入,344,2,2026-09-26,2026-09-26
全家,義美無乳糖全脂鮮乳,135,1,2026-09-26,2026-09-26
全家,義美無乳糖全脂鮮乳900ml,609,3,2026-09-26,2026-09-26
全家,義美無加糖厚濃豆奶,228,1,2026-09-26,2026-09-26
全家,義美無加糖厚濃高纖黑豆奶,201,1,2026-09-26,2026-09-26
全家,義美無加糖高纖豆奶900ml,357,3,2026-09-26,2026-09-26
全家,義美無加糖高鈣豆奶,146,1,2026-09-26,2026-09-26
全家,義美無糖高纖油切茶570ml,27,2,2026-09-26,2026-09-26
全家,義美無糖高纖豆奶,159,1,2026-09-26,2026-09-26
全家,義美生機甜心草莓,42,1,2026-09-26,2026-09-26
全家,義美生機莓果堅果棒,173,1,2026-09-26,2026-09-26
全家,義美紅豆粉粿牛奶冰棒,168,1,2026-09-26,2026-09-26
全家,義美綠豆沙牛奶冰棒,174,1,2026-09-26,2026-09-26
全家,義美花生夾心酥,788,4,2026-09-26,2026-09-26
全家,義美花生煎餅,462,5,2026-09-26,2026-09-26
全家,義美草苺煉乳球,234,2,2026-09-26,2026-09-26
全家,義美葡萄QQ巧克力球,238,2,2026-09-26,2026-09-26
全家,義美蛋捲,344,2,2026-09-26,2026-09-26
全家,義美蜂蜜紅茶600ml,160,2,2026-09-26,2026-09-26
全家,義美酸梅湯,213,1,2026-09-26,2026-09-26
全家,義美錫蘭紅茶,110,1,2026-09-26,2026-09-26
全家,義美錫蘭紅茶600ml,166,2,2026-09-26,2026-09-26
全家,義美錫蘭紅茶946ml,261,4,2026-09-26,2026-09-26
全家,義美香濃牛奶小泡芙隨手包,230,1,2026-09-26,2026-09-26
全家,義美香甜草莓小泡芙隨手包,228,1,2026-09-26,2026-09-26
全家,義美高纖全豆豆奶936ml,375,3,2026-09-26,2026-09-26
全家,義美鮮奶綠茶,191,1,2026-09-26,2026-09-26
全家,義美鮮奶茶,178,1,2026-09-26,2026-09-26
全家,義美鮮奶茶900ml,429,3,2026-09-26,2026-09-26
全家,義美鮮奶酪,129,1,2026-09-26,2026-09-26
全家,義美鮮奶雞蛋布丁,146,1,2026-09-26,2026-09-26
全家,義美黑餅乾鮮乳銅鑼燒冰淇淋,209,1,2026-09-26,2026-09-26
全家,翡翠海帶絲,104,1,2026-09-26,2026-09-26
全家,老協珍人蔘精,53,7,2026-09-26,2026-09-26
全家,老協珍暖薑口味熬雞精,16,1,2026-09-26,2026-09-26
全家,老協珍無加糖人蔘精,5,1,2026-09-26,2026-09-26
全家,老協珍麥蘆卡蜂蜜人蔘精,21,1,2026-09-26,2026-09-26
全家,老干媽香辣脆油辣椒,1457,21,2026-09-26,2026-09-26
全家,老楊-經典原味方塊酥(全素),356,1,2026-09-26,2026-09-26
全家,老鋪一番麵線,791,5,2026-09-26,2026-09-26
全家,職人法式費南雪,197,4,2026-09-26,2026-09-26
全家,職人無糖冰咖啡,29,5,2026-09-26,2026-09-26
全家,肉燥麵,417,1,2026-09-26,2026-09-26
全家,肉肉漢堡風味洋芋片,284,1,2026-09-26,2026-09-26
全家,肉醬,563,2,2026-09-26,2026-09-26
全家,肉骨茶風味麵,437,1,2026-09-26,2026-09-26
全家,肉鬆火腿三明治,218,1,2026-09-26,2026-09-26
全家,肉鬆火腿細卷,155,1,2026-09-26,2026-09-26
全家,肯迪醒CONDITION飲料,56,1,2026-09-26,2026-09-26
全家,胡椒蘑菇味魚板,95,1,2026-09-26,2026-09-26
全家,胡椒鹹蛋黃高纖脆燕麥棒,142,1,2026-09-26,2026-09-26
全家,胡蘿蔔綜合蔬果汁,114,1,2026-09-26,2026-09-26
全家,能多益榛果可可威化棒,114,1,2026-09-26,2026-09-26
全家,能多益隨手杯,268,1,2026-09-26,2026-09-26
全家,能多益餅乾,213,3,2026-09-26,2026-09-26
全家,脆烤海苔8切椒鹽風味,58,1,2026-09-26,2026-09-26
全家,脆皮德腸串,230,1,2026-09-26,2026-09-26
全家,脆笛酥巧克力(小),258,3,2026-09-26,2026-09-26
全家,膠原多莓果茶,299,4,2026-09-26,2026-09-26
全家,自然滋味海鹽風味洋芋片,358,2,2026-09-26,2026-09-26
全家,自然美味和風薄鹽海苔口味洋芋片,274,2,2026-09-26,2026-09-26
全家,自然零無加糖優酪,121,1,2026-09-26,2026-09-26
全家,自然零無加糖優酪乳,118,1,2026-09-26,2026-09-26
全家,自然零藍莓優酪,146,1,2026-09-26,2026-09-26
全家,自然顏紫菜蘇打餅,636,4,2026-09-26,2026-09-26
全家,自然顏蔬菜蘇打餅,612,4,2026-09-26,2026-09-26
全家,臻品甜點三粒裝,75,1,2026-09-26,2026-09-26
全家,舒跑S運動補給飲料,102,2,2026-09-26,2026-09-26
全家,舒跑運動飲料,161,2,2026-09-26,2026-09-26
全家,船井夜孅胺基酸PLUS,15,10,2026-09-26,2026-09-26
全家,良金牧場原味高粱牛肉乾,192,6,2026-09-26,2026-09-26
全家,艾洛瑪拿鐵,175,2,2026-09-26,2026-09-26
全家,艾洛瑪黑咖啡,8,2,2026-09-26,2026-09-26
全家,芋泥金沙麻吉麵包,269,1,2026-09-26,2026-09-26
全家,芋賣尬咖啡酷繽沙,276,1,2026-09-26,2026-09-26
全家,芋賣尬牛奶酷繽沙,320,1,2026-09-26,2026-09-26
全家,芋頭饅頭,1360,4,2026-09-26,2026-09-26
全家,芒好喝咖啡酷繽沙,217,1,2026-09-26,2026-09-26
全家,芒好喝牛奶酷繽沙,261,1,2026-09-26,2026-09-26
全家,芒果起司,240,6,2026-09-26,2026-09-26
全家,芒椰葡萄柚脆皮雪糕,233,1,2026-09-26,2026-09-26
全家,芝麻包,224,1,2026-09-26,2026-09-26
全家,芝麻香鬆飯糰(植覺生活),229,1,2026-09-26,2026-09-26
全家,芬達汽水橘子口味,192,2,2026-09-26,2026-09-26
全家,芬達汽水葡萄口味,192,2,2026-09-26,2026-09-26
全家,芭樂檸檬青茶,200,1,2026-09-26,2026-09-26
全家,芭樂鮮果乾,153,3,2026-09-26,2026-09-26
全家,花生夾心土司,265,1,2026-09-26,2026-09-26
全家,花生巧克力熔岩蛋糕,319,1,2026-09-26,2026-09-26
全家,花生巧克力軟法,300,1,2026-09-26,2026-09-26
全家,花生巧克力閃電泡芙,226,1,2026-09-26,2026-09-26
全家,花生巧克力髒髒可頌,289,1,2026-09-26,2026-09-26
全家,花雕雞湯,87,1,2026-09-26,2026-09-26
全家,花雕風味溫泉蛋,116,1,2026-09-26,2026-09-26
全家,茄汁厚起司三明治,257,1,2026-09-26,2026-09-26
全家,茉莉茶園紅柚淺焙烏,198,2,2026-09-26,2026-09-26
全家,茉莉茶園芭樂香檸綠茶,230,2,2026-09-26,2026-09-26
全家,茉莉茶園茉香柚茶,171,1,2026-09-26,2026-09-26
全家,茉莉茶園蘋果紅茶,209,2,2026-09-26,2026-09-26
全家,茉莉茶園蜜茶,118,1,2026-09-26,2026-09-26
全家,茉莉茶園蜜蘋香橙伯爵茶,180,2,2026-09-26,2026-09-26
全家,茉莉茶園金橙紅柚茉莉茶,184,2,2026-09-26,2026-09-26
全家,茉莉茶園香檸葡萄青茶,238,2,2026-09-26,2026-09-26
全家,茉香綠茶奶蓋雪糕,176,1,2026-09-26,2026-09-26
