brand,official_name,kcal,servings,first_seen,last_seen
全家,冰鎮水果茶,214,2,2026-09-26,2026-09-26
全家,冰鎮芭樂綠茶650ml,284,2,2026-09-26,2026-09-26
全家,冰鎮葡萄鮮冰茶330ml,132,1,2026-09-26,2026-09-26
全家,冰鎮葡萄鮮冰茶650ml,264,2,2026-09-26,2026-09-26
全家,冷研白胡椒粉,109,32,2026-09-26,2026-09-26
全家,凍頂黑胡椒粉,122,32,2026-09-26,2026-09-26
全家,凱薩沙拉(植覺生活),43,1,2026-09-26,2026-09-26
全家,利口樂冰川薄荷潤喉糖,65,11,2026-09-26,2026-09-26
全家,利口樂檸檬香草潤喉糖,64,11,2026-09-26,2026-09-26
全家,利口樂蔓越莓潤喉糖,66,11,2026-09-26,2026-09-26
全家,剝皮辣椒細扁麵,250,1,2026-09-26,2026-09-26
全家,剝皮辣椒雞湯,128,1,2026-09-26,2026-09-26
全家,力保美達,99,1,2026-09-26,2026-09-26
全家,加賀棒焙茶歐蕾冰淇淋迷你杯,242,1,2026-09-26,2026-09-26
全家,加鹽黑松沙士,252,2,2026-09-26,2026-09-26
全家,勁涼薄荷風味潤喉糖,82,8,2026-09-26,2026-09-26
全家,勁爆香辣口味玉米片,266,2,2026-09-26,2026-09-26
全家,包餡雞肉魚丸,85,1,2026-09-26,2026-09-26
全家,匈牙利風味香草烤雞腿,150,1,2026-09-26,2026-09-26
全家,匈牙利香草烤雞翅,202,1,2026-09-26,2026-09-26
全家,北海道秋鮭親子飯糰,195,1,2026-09-26,2026-09-26
全家,北海道鱈魚起士條,181,1,2026-09-26,2026-09-26
全家,十三香烤雞翅,248,1,2026-09-26,2026-09-26
全家,十三香風味炸雞,210,1,2026-09-26,2026-09-26
全家,十全味噌,293,7,2026-09-26,2026-09-26
全家,十全葡萄醋飲,38,1,2026-09-26,2026-09-26
全家,十全蘋果醋飲,39,1,2026-09-26,2026-09-26
全家,十六茶零咖啡因麥茶,8,2,2026-09-26,2026-09-26
全家,十利抹茶生乳白玉雪糕,150,1,2026-09-26,2026-09-26
全家,千層脆條-烤玉米風味,219,1,2026-09-26,2026-09-26
全家,千層脆條-烤馬鈴薯風味,217,1,2026-09-26,2026-09-26
全家,午后時光重乳奶茶,244,1,2026-09-26,2026-09-26
全家,午后時光重乳奶茶936ml,572,3,2026-09-26,2026-09-26
全家,午后時光重乳西瓜奶茶,179,1,2026-09-26,2026-09-26
全家,卡士達菠蘿泡芙,216,1,2026-09-26,2026-09-26
全家,卡樂比原味蝦條4入,276,4,2026-09-26,2026-09-26
全家,卡辣姆久平切洋芋片,420,2,2026-09-26,2026-09-26
全家,卡迪那洋芋片水牛城辣雞翅,290,2,2026-09-26,2026-09-26
全家,卡迪那洋芋片雷夢香菜口味,290,2,2026-09-26,2026-09-26
全家,卡迪那海鹽波浪洋芋片,420,2,2026-09-26,2026-09-26
全家,卡迪那牛排卡大包,322,2,2026-09-26,2026-09-26
全家,卵黃牛挽肉飯糰,191,1,2026-09-26,2026-09-26
全家,厚切洋芋片勁辣唐辛子口味,980,7,2026-09-26,2026-09-26
全家,厚切醇乳香土司,1050,2,2026-09-26,2026-09-26
全家,厚醬起司蘇打餅,540,5,2026-09-26,2026-09-26
全家,厚香料優格咖哩雞排飯,707,1,2026-09-26,2026-09-26
全家,原味德國Q脆腸,148,1,2026-09-26,2026-09-26
全家,原味炸棒腿,216,1,2026-09-26,2026-09-26
全家,原味覺土司,936,2,2026-09-26,2026-09-26
全家,原味覺土司(六入),936,2,2026-09-26,2026-09-26
全家,原味雙層枇杷喉糖,151,17,2026-09-26,2026-09-26
全家,原味雞腿排,329,1,2026-09-26,2026-09-26
全家,原味雞蛋香鐵蛋2入,122,2,2026-09-26,2026-09-26
全家,原味香鐵蛋,85,1,2026-09-26,2026-09-26
全家,原汁珍味爌肉麵,554,1,2026-09-26,2026-09-26
全家,原汁珍味牛肉麵,535,1,2026-09-26,2026-09-26
全家,原萃日式綠茶,8,2,2026-09-26,2026-09-26
全家,叉燒蛋炒飯,758,1,2026-09-26,2026-09-26
全家,及第豬肉熟水餃,456,1,2026-09-26,2026-09-26
全家,口香糖-可樂,73,5,2026-09-26,2026-09-26
全家,古早味炒炊粉,492,1,2026-09-26,2026-09-26
全家,古早味甜甜圈,234,1,2026-09-26,2026-09-26
全家,古早味碗粿,285,1,2026-09-26,2026-09-26
全家,古早味紅茶,146,2,2026-09-26,2026-09-26
全家,古早味香滷嫩雞胸,136,1,2026-09-26,2026-09-26
全家,可口可樂2L,840,8,2026-09-26,2026-09-26
全家,可口可樂330ml,139,1,2026-09-26,2026-09-26
全家,可口可樂350ml,147,1,2026-09-26,2026-09-26
全家,可口可樂PET,252,2,2026-09-26,2026-09-26
全家,可口可樂水蜜桃口味,248,2,2026-09-26,2026-09-26
全家,可口可樂汽水435ml,183,1,2026-09-26,2026-09-26
全家,可口奶滋味一條裝,660,11,2026-09-26,2026-09-26
全家,可可奶霜菠蘿,464,1,2026-09-26,2026-09-26
全家,可可巧酥-巧克力風味,250,1,2026-09-26,2026-09-26
全家,可可曲奇餅,238,1,2026-09-26,2026-09-26
全家,可可生甜甜圈,291,1,2026-09-26,2026-09-26
全家,可可能量纖活餐包,314,1,2026-09-26,2026-09-26
全家,可可脆皮泡芙,314,1,2026-09-26,2026-09-26
全家,可果美南高梅蕃茄綜合果蔬汁,117,1,2026-09-26,2026-09-26
全家,可果美蕃茄醬,333,30,2026-09-26,2026-09-26
全家,可樂果原味,378,3,2026-09-26,2026-09-26
全家,可樂果古早味超值包,968,8,2026-09-26,2026-09-26
全家,可樂果山葵哇沙米口味,366,3,2026-09-26,2026-09-26
全家,可樂果燒番麥口味65G,338,2,2026-09-26,2026-09-26
全家,可樂果酷辣口味,369,3,2026-09-26,2026-09-26
全家,可樂果驚大包,452,4,2026-09-26,2026-09-26
全家,可樂餅(植覺生活),239,1,2026-09-26,2026-09-26
全家,可比可濃縮咖啡糖(無糖),90,2,2026-09-26,2026-09-26
全家,可爾必思水語330ml,96,1,2026-09-26,2026-09-26
全家,可爾必思葡萄乳酸菌飲料,92,2,2026-09-26,2026-09-26
全家,可爾必思贅澤濃味乳酸菌飲料,300,2,2026-09-26,2026-09-26
全家,台式麻醬涼麵,510,1,2026-09-26,2026-09-26
全家,台灣綠竹筍,25,1,2026-09-26,2026-09-26
全家,台糖甜玉米3入組,115,2,2026-09-26,2026-09-26
全家,台糖精緻細砂,2000,50,2026-09-26,2026-09-26
全家,台糖蜆精,4,1,2026-09-26,2026-09-26
全家,台糖蠔蜆精,4,1,2026-09-26,2026-09-26
全家,台酒紅標米酒麻油雞麵,565,1,2026-09-26,2026-09-26
全家,台酒花雕酸菜牛肉麵,614,1,2026-09-26,2026-09-26
全家,台酒花雕雞麵,537,1,2026-09-26,2026-09-26
全家,合味道XO醬海鮮味杯麵,308,1,2026-09-26,2026-09-26
全家,合味道海鮮味杯麵,316,1,2026-09-26,2026-09-26
全家,同榮紅燒鰻,238,2,2026-09-26,2026-09-26
全家,同榮辣味燒鰻,576,2,2026-09-26,2026-09-26
全家,同榮鯖魚(紅),288,4,2026-09-26,2026-09-26
全家,同榮鯖魚(黃),288,4,2026-09-26,2026-09-26
全家,呦皮漢堡QQ糖,94,2,2026-09-26,2026-09-26
全家,味丹冬瓜茶,160,2,2026-09-26,2026-09-26
全家,味丹青草茶,108,2,2026-09-26,2026-09-26
全家,味全高鈣高蛋白雙效營養牛乳,217,1,2026-09-26,2026-09-26
全家,味味一品麻辣臭豆腐麵,556,1,2026-09-26,2026-09-26
全家,味覺糖普超條糖-可樂味,207,1,2026-09-26,2026-09-26
全家,味覺糖特濃牛奶條糖,155,1,2026-09-26,2026-09-26
全家,味覺糖草莓特濃牛奶條糖,159,1,2026-09-26,2026-09-26
全家,呵派力肝臟水解飲,26,1,2026-09-26,2026-09-26
全家,和風涓絲冷麵,379,1,2026-09-26,2026-09-26
全家,咖啡廣場330ml,126,1,2026-09-26,2026-09-26
全家,咖啡廣場奶香特調咖啡,276,2,2026-09-26,2026-09-26
全家,咖啡廣場調合式冰咖啡,234,2,2026-09-26,2026-09-26
全家,咚兵衛日式腐皮烏龍麵杯,344,1,2026-09-26,2026-09-26
全家,品脫比利時巧克力冰淇淋,1232,4,2026-09-26,2026-09-26
全家,品脫開心果冰淇淋,913,5,2026-09-26,2026-09-26
全家,哆啦A夢小蛋糕,326,1,2026-09-26,2026-09-26
全家,哈密瓜果乾,212,1,2026-09-26,2026-09-26
全家,哈密瓜起司,240,6,2026-09-26,2026-09-26
全家,哈根達斯品脫草莓冰淇淋,1028,4,2026-09-26,2026-09-26
全家,哈根達斯淇淋巧酥雪糕,246,1,2026-09-26,2026-09-26
全家,哈瑞寶快樂可樂風味Q軟糖,338,2,2026-09-26,2026-09-26
全家,哈瑞寶明星總動員Q軟糖,337,2,2026-09-26,2026-09-26
全家,哈瑞寶酸甜彩色蟲蟲Ｑ軟糖,236,1,2026-09-26,2026-09-26
全家,哈瑞寶酸甜童趣Ｑ軟糖,262,1,2026-09-26,2026-09-26
全家,哈瑞寶金熊Q軟糖,343,2,2026-09-26,2026-09-26
全家,哈瑞寶鈕扣Q軟糖水果風味,152,1,2026-09-26,2026-09-26
全家,哈瑞寶鈕扣Q軟糖爆酸水果風味,149,1,2026-09-26,2026-09-26
全家,商務艙果鋪菓物語米果隨手包,150,1,2026-09-26,2026-09-26
全家,啦啦應援心心串,157,1,2026-09-26,2026-09-26
全家,喉立爽爽喉軟糖,132,1,2026-09-26,2026-09-26
全家,喉立爽蜂膠八仙果爽喉軟糖,123,1,2026-09-26,2026-09-26
全家,喉立爽蜂蜜海鹽檸檬喉糖,124,1,2026-09-26,2026-09-26
全家,喫茶小鋪檸檬桂花烏龍,124,1,2026-09-26,2026-09-26
全家,喬亞滴濾拿鐵咖啡,140,1,2026-09-26,2026-09-26
全家,嗨啾夾心軟糖-草莓,152,1,2026-09-26,2026-09-26
全家,嗨啾夾心軟糖-葡萄,153,1,2026-09-26,2026-09-26
全家,嗨啾草莓乳酸軟糖,210,5,2026-09-26,2026-09-26
全家,嗨啾酸酸青蘋果軟糖,215,5,2026-09-26,2026-09-26
全家,嘉義崇文白醋涼麵,531,1,2026-09-26,2026-09-26
全家,四季檸檬酷繽球,78,1,2026-09-26,2026-09-26
全家,土豆麵筋,284,2,2026-09-26,2026-09-26
全家,地中海布格麥烤魚餐盒,393,1,2026-09-26,2026-09-26
全家,城市一族巧克力棒,120,1,2026-09-26,2026-09-26
全家,城市一族草莓棒,121,1,2026-09-26,2026-09-26
全家,堅果燕麥粥活力野菜風味,162,1,2026-09-26,2026-09-26
全家,堅果燕麥粥黃金玉米風味,163,1,2026-09-26,2026-09-26
全家,堅果起司,276,6,2026-09-26,2026-09-26
全家,堅果雜糧饅頭,1048,4,2026-09-26,2026-09-26
全家,堅穀力原味,186,1,2026-09-26,2026-09-26
全家,堅穀力莓果口味,179,1,2026-09-26,2026-09-26
全家,塔塔醬鱈魚排,180,1,2026-09-26,2026-09-26
全家,墨西哥嫩雞飯,524,1,2026-09-26,2026-09-26
全家,墨西哥葡萄奶酥麵包,465,1,2026-09-26,2026-09-26
全家,墨西哥辣醬熱狗堡,409,1,2026-09-26,2026-09-26
全家,墨魚風味捲,62,1,2026-09-26,2026-09-26
全家,士力架杏仁巧克力,234,1,2026-09-26,2026-09-26
全家,士力架花生可可高蛋白牛奶,297,1,2026-09-26,2026-09-26
全家,士力架花生巧克力,242,1,2026-09-26,2026-09-26
全家,士力架花生巧克力雪糕,193,1,2026-09-26,2026-09-26
全家,壹號醬壽喜燒牛丼,619,1,2026-09-26,2026-09-26
全家,壹號醬泡菜鹽蔥雞豚雙拼,440,1,2026-09-26,2026-09-26
全家,壺底蔭瓜,125,2,2026-09-26,2026-09-26
全家,夏威夷果仁迷你杯冰淇淋,277,1,2026-09-26,2026-09-26
全家,夏威夷脆果仁雪糕,246,1,2026-09-26,2026-09-26
全家,多力多滋爆蒜鮮蝦口味玉米片,363,3,2026-09-26,2026-09-26
全家,多力多滋美式辣起士口味玉米片,351,3,2026-09-26,2026-09-26
全家,多力多滋超濃起司玉米片,375,3,2026-09-26,2026-09-26
全家,多力多滋黃金起司玉米片,375,3,2026-09-26,2026-09-26
全家,多得可鳴能量碳酸飲料,47,1,2026-09-26,2026-09-26
全家,多穀伯爵天使蛋糕,228,1,2026-09-26,2026-09-26
全家,多穀燕麥纖餅-莓果花園,208,4,2026-09-26,2026-09-26
全家,多穀脆脆海鹽焦糖風味,129,1,2026-09-26,2026-09-26
全家,多穀脆脆蔓越莓風味,124,1,2026-09-26,2026-09-26
全家,大77乳加巧克力,140,1,2026-09-26,2026-09-26
全家,大乾麵地獄辣椒碗,507,1,2026-09-26,2026-09-26
全家,大乾麵紅油擔擔,538,1,2026-09-26,2026-09-26
全家,大人的生活好眠乳酸飲,15,1,2026-09-26,2026-09-26
全家,大人的生活燕窩酸水光飲,6,1,2026-09-26,2026-09-26
全家,大人的生活維生素C飲,20,1,2026-09-26,2026-09-26
全家,大人的生活膠原蛋白飲,33,1,2026-09-26,2026-09-26
全家,大冰仙女紅茶,133,1,2026-09-26,2026-09-26
全家,大冰仙女醇奶茶,214,1,2026-09-26,2026-09-26
全家,大冰拿鐵,166,1,2026-09-26,2026-09-26
全家,大冰濃靜岡抹茶拿鐵,202,1,2026-09-26,2026-09-26
全家,大冰焙茶拿鐵,394,1,2026-09-26,2026-09-26
全家,大冰特濃經典拿鐵,178,1,2026-09-26,2026-09-26
全家,大冰特濃美式,14,1,2026-09-26,2026-09-26
全家,大冰經典冰磚拿鐵,215,1,2026-09-26,2026-09-26
全家,大冰經典美式,16,1,2026-09-26,2026-09-26
全家,大冰醇厚黑可可飲,257,1,2026-09-26,2026-09-26
全家,大冰黑糖QQ撞奶,489,1,2026-09-26,2026-09-26
全家,大口歐風焙煎咖哩漢堡排飯糰,378,1,2026-09-26,2026-09-26
全家,大口益活烤雞蛋白青醬飯糰,365,1,2026-09-26,2026-09-26
全家,大口義式香草雞腿排飯糰,347,1,2026-09-26,2026-09-26
全家,大口蒜味香腸燒肉雙拼飯糰,392,1,2026-09-26,2026-09-26
全家,大吸館寒天冬瓜檸檬QQ,208,1,2026-09-26,2026-09-26
全家,大吸館荔枝蜜蘋嫩茶凍,180,1,2026-09-26,2026-09-26
全家,大土豆麵筋(鐵罐),275,5,2026-09-26,2026-09-26
全家,大波露巧克力,217,1,2026-09-26,2026-09-26
全家,大滿足香辣涼麵,667,1,2026-09-26,2026-09-26
全家,大滿足麻醬涼麵,741,1,2026-09-26,2026-09-26
全家,大熱五窨茉莉醇奶茶,143,1,2026-09-26,2026-09-26
全家,大熱仙女醇奶茶,278,1,2026-09-26,2026-09-26
全家,大熱慢煮焦糖拿鐵,310,1,2026-09-26,2026-09-26
全家,大熱拿鐵,211,1,2026-09-26,2026-09-26
全家,大熱濃靜岡抹茶拿鐵,202,1,2026-09-26,2026-09-26
全家,大熱焙茶拿鐵,441,1,2026-09-26,2026-09-26
全家,大熱燒燒仙草,288,1,2026-09-26,2026-09-26
全家,大熱特濃經典拿鐵,230,1,2026-09-26,2026-09-26
全家,大熱特濃經典美式,19,1,2026-09-26,2026-09-26
全家,大熱白奶茶,142,1,2026-09-26,2026-09-26
全家,大熱白烏龍醇奶茶(膠囊),143,1,2026-09-26,2026-09-26
全家,大熱紅奶茶,142,1,2026-09-26,2026-09-26
全家,大熱經典美式,15,1,2026-09-26,2026-09-26
全家,大熱芝麻糊,480,1,2026-09-26,2026-09-26
全家,大熱金焙蕎麥醇奶茶,143,1,2026-09-26,2026-09-26
全家,大熱鮮露醇奶茶(膠囊),143,1,2026-09-26,2026-09-26
全家,大熱黑糖QQ撞奶,489,1,2026-09-26,2026-09-26
全家,大盛冰淇淋,155,1,2026-09-26,2026-09-26
全家,大研黑棗補鐵精華飲,58,1,2026-09-26,2026-09-26
全家,大粒果實葡萄蘆薈優格,194,2,2026-09-26,2026-09-26
全家,大粒果實蜂蜜草莓優格,186,2,2026-09-26,2026-09-26
全家,大粒果實鮮美橘瓣優格,180,2,2026-09-26,2026-09-26
全家,大納言紅豆鬆餅,359,1,2026-09-26,2026-09-26
全家,大茂黑瓜,140,5,2026-09-26,2026-09-26
全家,大蒜拳骨拉麵,526,1,2026-09-26,2026-09-26
全家,大蒜拳骨激辣拉麵,582,1,2026-09-26,2026-09-26
全家,大豆營養棒(杏仁巧克力風味),147,1,2026-09-26,2026-09-26
全家,大豆營養棒(藍莓口味),136,1,2026-09-26,2026-09-26
全家,大醇豆無加糖濃豆漿,197,1,2026-09-26,2026-09-26
全家,大醇豆無加糖豆漿,160,1,2026-09-26,2026-09-26
全家,大醇豆無加糖黑豆漿,151,1,2026-09-26,2026-09-26
全家,大飯糰韓式蒜烤豬五花,222,1,2026-09-26,2026-09-26
全家,大鮮筍包,276,1,2026-09-26,2026-09-26
全家,大鮮肉包,290,1,2026-09-26,2026-09-26
全家,天地合補-活靈芝,16,1,2026-09-26,2026-09-26
全家,天津甘栗,172,2,2026-09-26,2026-09-26
全家,天然特甜玉米粒,154,2,2026-09-26,2026-09-26
全家,天香川味牛肉麵,521,1,2026-09-26,2026-09-26
全家,太白粉,860,50,2026-09-26,2026-09-26
全家,夯馬鈴薯,58,1,2026-09-26,2026-09-26
全家,奇多2倍濃起司玉米棒,468,4,2026-09-26,2026-09-26
全家,奇多家常起司味玉米片,488,4,2026-09-26,2026-09-26
全家,奧利多水碳酸飲料,252,2,2026-09-26,2026-09-26
全家,奧利奧幻紫黑糖煎餅口味夾心餅乾,504,4,2026-09-26,2026-09-26
全家,奧利奧香草捲心酥,258,3,2026-09-26,2026-09-26
全家,奶油口味微波爆米花,580,1,2026-09-26,2026-09-26
全家,奶油培根義大利麵,488,1,2026-09-26,2026-09-26
全家,奶油蘑菇培根義大利麵,251,1,2026-09-26,2026-09-26
全家,奶油鮮蝦明太子細扁麵,536,1,2026-09-26,2026-09-26
全家,奶皇包,188,1,2026-09-26,2026-09-26
全家,奶酥小菠蘿,434,2,2026-09-26,2026-09-26
全家,奶酥麵包,444,1,2026-09-26,2026-09-26
全家,奶香綿雲小土司,317,1,2026-09-26,2026-09-26
全家,好吃雞肉便當,489,1,2026-09-26,2026-09-26
全家,好多菜三明治,154,1,2026-09-26,2026-09-26
全家,好多蛋三明治,294,1,2026-09-26,2026-09-26
全家,好多魚餅乾(海苔口味),135,1,2026-09-26,2026-09-26
全家,好媽媽紅燒一口鰻魚,284,2,2026-09-26,2026-09-26
全家,好媽媽鮮拚鮮番茄汁鯖魚,236,2,2026-09-26,2026-09-26
全家,好時巧酥巧克力威化捲,109,1,2026-09-26,2026-09-26
全家,好時巧酥白可可風味片,209,1,2026-09-26,2026-09-26
全家,好時巴西莓藍莓夾餡黑巧克力,136,1,2026-09-26,2026-09-26
全家,好時榛果巧克力威化捲,105,1,2026-09-26,2026-09-26
全家,好時片裝牛奶巧克力,220,1,2026-09-26,2026-09-26
全家,好時金磚巧酥白夾餡巧克力,148,1,2026-09-26,2026-09-26
全家,好食瓶-海苔花生,1500,10,2026-09-26,2026-09-26
全家,好食瓶-濃蒜花生,1450,10,2026-09-26,2026-09-26
全家,好麗友巧克力派,250,2,2026-09-26,2026-09-26
全家,好麗友蛋黃派,186,2,2026-09-26,2026-09-26
全家,威德in等滲透能量沖泡飲,584,5,2026-09-26,2026-09-26
全家,威德in能量膠,370,4,2026-09-26,2026-09-26
全家,威德牛樟芝元氣飲,12,1,2026-09-26,2026-09-26
全家,威德礦物質清涼果凍,39,1,2026-09-26,2026-09-26
全家,威德維他命清涼果凍,72,1,2026-09-26,2026-09-26
全家,威德纖維清涼果凍,40,1,2026-09-26,2026-09-26
全家,威德能量清涼果凍,180,1,2026-09-26,2026-09-26
全家,威德膠原美妍飲,316,10,2026-09-26,2026-09-26
全家,威德膠原蛋白清涼果凍,51,1,2026-09-26,2026-09-26
全家,威德蔬果酵素飲,364,10,2026-09-26,2026-09-26
全家,威德薑黃活力飲,276,10,2026-09-26,2026-09-26
全家,威德金盞花葉黃素飲,192,10,2026-09-26,2026-09-26
全家,威德雙酵益生菌,348,30,2026-09-26,2026-09-26
全家,威德馬卡勁能飲,344,10,2026-09-26,2026-09-26
全家,威金森綜合葡萄柚碳酸水,12,2,2026-09-26,2026-09-26
全家,娃娃巧克力,136,2,2026-09-26,2026-09-26
全家,媽媽煮藝-原味可樂餅,277,1,2026-09-26,2026-09-26
全家,媽媽煮藝-原味雞肉可樂餅,294,1,2026-09-26,2026-09-26
全家,嫩烤香料雞胸排蔬滿盒,266,1,2026-09-26,2026-09-26
全家,嫩烤魚排佐花椰菜義大利麵,438,1,2026-09-26,2026-09-26
全家,孔雀捲心餅,338,2,2026-09-26,2026-09-26
全家,孔雀餅乾,652,4,2026-09-26,2026-09-26
全家,孔雀餅乾隨身包,364,2,2026-09-26,2026-09-26
全家,孔雀香酥脆香魚,284,2,2026-09-26,2026-09-26
全家,安城杯麵,305,1,2026-09-26,2026-09-26
全家,安城湯麵,531,1,2026-09-26,2026-09-26
全家,完熟蜜龍果(截切),78,1,2026-09-26,2026-09-26
全家,完膳營養素,235,1,2026-09-26,2026-09-26
全家,宗家府泡菜-白菜切塊,148,10,2026-09-26,2026-09-26
全家,宮城仙台和牛口味洋芋片,328,2,2026-09-26,2026-09-26
全家,家常起司2倍濃起司隨口脆,165,1,2026-09-26,2026-09-26
全家,家常起司隨口脆,159,1,2026-09-26,2026-09-26
全家,家常麵條,1047,3,2026-09-26,2026-09-26
全家,家樂氏可可球,117,1,2026-09-26,2026-09-26
全家,家樂氏格格脆,118,1,2026-09-26,2026-09-26
全家,家香排骨,181,1,2026-09-26,2026-09-26
全家,富士蘋果(截切),62,1,2026-09-26,2026-09-26
全家,寬條北海鱈魚香絲,173,2,2026-09-26,2026-09-26
全家,寶卡卡薯堡原味,248,2,2026-09-26,2026-09-26
全家,寶可夢造型餅乾(可可風味),127,1,2026-09-26,2026-09-26
全家,寶吉葡萄果汁QQ軟糖,164,2,2026-09-26,2026-09-26
全家,寶礦力水得,153,2,2026-09-26,2026-09-26
全家,寶礦力水得900ml,238,3,2026-09-26,2026-09-26
全家,寶礦力水得ionwater,74,2,2026-09-26,2026-09-26
全家,寶礦力水得粉末,292,5,2026-09-26,2026-09-26
全家,小德薯湖鹽海苔口味,192,1,2026-09-26,2026-09-26
全家,小德薯濃厚茄汁口味,192,1,2026-09-26,2026-09-26
全家,小泡芙-巧克力,331,1,2026-09-26,2026-09-26
全家,小泡芙-牛奶,337,1,2026-09-26,2026-09-26
全家,小滷青蔬(植覺生活),45,1,2026-09-26,2026-09-26
全家,小熊餅-草莓奶油蛋糕風味,244,1,2026-09-26,2026-09-26
全家,小熊餅巧克力口味,185,1,2026-09-26,2026-09-26
全家,小熊餅濃黑巧克力口味,191,1,2026-09-26,2026-09-26
全家,小熊餅草莓口味,183,1,2026-09-26,2026-09-26
全家,小熱經典美式,7,1,2026-09-26,2026-09-26
全家,小白起司烤飯糰(2入),380,2,2026-09-26,2026-09-26
全家,小籠湯包,380,1,2026-09-26,2026-09-26
全家,小菠蘿麵包,374,2,2026-09-26,2026-09-26
全家,小麥胚芽土司,280,1,2026-09-26,2026-09-26
全家,履歷珍珠芭樂(截切),60,1,2026-09-26,2026-09-26
全家,山本漢方大麥若葉清汁,45,5,2026-09-26,2026-09-26
全家,山賊燒風味烤雞胸棒,98,1,2026-09-26,2026-09-26
全家,岩燒豚骨桶麵,518,1,2026-09-26,2026-09-26
全家,岩鹽溫泉蛋,125,2,2026-09-26,2026-09-26
全家,崎本柳橙葡萄柚翡翠,149,1,2026-09-26,2026-09-26
全家,崎本水蜜桃青烏龍,144,1,2026-09-26,2026-09-26
全家,川味椒麻煎餃,308,1,2026-09-26,2026-09-26
全家,川味麻婆燒豆腐燴飯,684,1,2026-09-26,2026-09-26
全家,工研烏醋,102,15,2026-09-26,2026-09-26
全家,工研白醋,21,15,2026-09-26,2026-09-26
全家,左岸咖啡館拿鐵咖啡,173,1,2026-09-26,2026-09-26
全家,左岸咖啡館昂列奶茶,163,1,2026-09-26,2026-09-26
全家,巧克力威化餅１６８ｇ,799,3,2026-09-26,2026-09-26
全家,巧克力捲,213,1,2026-09-26,2026-09-26
全家,巧克力派司,405,1,2026-09-26,2026-09-26
全家,巧克力肉鬆三明治,253,1,2026-09-26,2026-09-26
全家,巧克力脆杏仁冰淇淋雪糕,268,1,2026-09-26,2026-09-26
全家,巧克力迷你杯,279,1,2026-09-26,2026-09-26
全家,巧克力風味布朗尼脆片,122,1,2026-09-26,2026-09-26
全家,巧克力麻糬QQ可頌,360,1,2026-09-26,2026-09-26
全家,巧菲斯夾心酥,138,1,2026-09-26,2026-09-26
全家,巧酥餅乾泡芙,235,1,2026-09-26,2026-09-26
全家,巨厚重大雞排,548,1,2026-09-26,2026-09-26
全家,巨峰葡萄酷繽球,94,1,2026-09-26,2026-09-26
全家,布朗尼鹹奶蓋,197,1,2026-09-26,2026-09-26
全家,帕瑪森熱狗麵包,180,1,2026-09-26,2026-09-26
全家,帶骨德式香腸,197,1,2026-09-26,2026-09-26
全家,幻紫颶風Ube捲,316,1,2026-09-26,2026-09-26
全家,府城擔仔湯麵,494,1,2026-09-26,2026-09-26
全家,府城鹽水意麵,506,1,2026-09-26,2026-09-26
全家,康貝特200P能量飲料,107,1,2026-09-26,2026-09-26
全家,康貝特大富飲料,92,1,2026-09-26,2026-09-26
全家,彩虹糖混合水果口味,180,5,2026-09-26,2026-09-26
全家,彩虹糖熱帶水果口味38G,153,1,2026-09-26,2026-09-26
全家,彩虹糖酸甜水果口味,158,1,2026-09-26,2026-09-26
全家,御茶園冰釀麥萃麥茶,83,2,2026-09-26,2026-09-26
全家,御茶園特上檸檬茶,182,2,2026-09-26,2026-09-26
全家,御茶園特上紅茶,161,2,2026-09-26,2026-09-26
全家,御茶園特撰冰釀綠茶,94,2,2026-09-26,2026-09-26
全家,御茶園麥萃麥茶,17,2,2026-09-26,2026-09-26
全家,德國原裝進口黑麥汁原味,148,1,2026-09-26,2026-09-26
全家,德州薯條卡大包,412,2,2026-09-26,2026-09-26
全家,德州薯條美墨酸辣醬口味,282,2,2026-09-26,2026-09-26
全家,德州薯條香辣口味,372,2,2026-09-26,2026-09-26
全家,德芙榛果葡萄巧克力,225,1,2026-09-26,2026-09-26
全家,德芙絲滑牛奶巧克力,238,1,2026-09-26,2026-09-26
全家,德芙輕巧脆心巧克力,204,1,2026-09-26,2026-09-26
全家,心心相串,144,1,2026-09-26,2026-09-26
全家,快車肉乾招牌蜜汁豬肉乾,156,1,2026-09-26,2026-09-26
全家,悅氏梅子綠茶2L,720,8,2026-09-26,2026-09-26
全家,悅氏礦泉茶品綠茶2L,336,8,2026-09-26,2026-09-26
全家,惜—德州薯條義式披薩口味,372,2,2026-09-26,2026-09-26
全家,惜—星星脆巧克力口味,161,1,2026-09-26,2026-09-26
全家,惜—漁夫龍蝦風味濃湯,60,1,2026-09-26,2026-09-26
全家,愛之味分解茶,27,2,2026-09-26,2026-09-26
全家,愛之味分解茶油切四季春,25,2,2026-09-26,2026-09-26
全家,愛之味分解茶雙纖麥茶,27,2,2026-09-26,2026-09-26
全家,愛之味寒天檸檬,114,1,2026-09-26,2026-09-26
全家,愛之味沖繩島黑八寶禮盒,2506,24,2026-09-26,2026-09-26
全家,愛之味牛奶花生禮盒,4992,24,2026-09-26,2026-09-26
全家,愛之味甜辣醬,210,15,2026-09-26,2026-09-26
全家,愛之味純濃燕麥天然原味,131,1,2026-09-26,2026-09-26
全家,愛之味麥仔茶,106,2,2026-09-26,2026-09-26
全家,愛之味麥仔茶1.48L,266,5,2026-09-26,2026-09-26
